make,model,engine_size,trim,mileage,transmission_type,reg_year,fuel_type,price
Ford,Focus,1.8,1.5 EcoBlue 120 Zetec 5dr Auto,"12,379",Manual,2019,Diesel,"£14,999"
Mini,Countryman,1.8,1.5 Cooper Classic 5dr,"23,439",Manual,2020,Petrol,"£16,999"
Vauxhall,Mokka,1.8,1.2 Turbo SRi Premium 5dr,"9,452",Manual,2022,Petrol,"£18,999"
Audi,A4,1.8,35 TFSI Black Edition 4dr S Tronic [Comfort-PlusSound],"2,285",Manual,2023,Petrol,"£29,999"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr DSG,"23,329",Manual,2020,Petrol,"£19,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr DCT,"41,883",Manual,2021,Petrol,"£14,999"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"18,877",Manual,2019,Petrol,"£15,499"
Nissan,Juke,1.8,1.0 DiG-T 114 Tekna-Plus 5dr DCT,"6,610",Manual,2021,Petrol,"£18,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Active Edition 5dr,"30,276",Manual,2020,Petrol,"£11,599"
Audi,A6,1.8,40 TDI Sport 4dr S Tronic [Tech Pack],"48,911",Manual,2018,Diesel,"£19,299"
Peugeot,2008,1.8,1.2 PureTech 130 GT Premium 5dr EAT8,"22,228",Manual,2021,Petrol,"£21,999"
Mazda,3,1.8,2.0 Sport Nav 5dr,"34,101",Manual,2018,Petrol,"£12,999"
Cupra,Leon,1.8,1.5 eTSI V1 5dr DSG,"8,546",Manual,2023,Petrol,"£24,999"
BMW,1 Series,1.8,118i M Sport 5dr Step Auto,"33,693",Manual,2020,Petrol,"£19,699"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav Premium 5dr,"44,034",Manual,2020,Petrol,"£9,999"
Fiat,500X,1.8,1.3 Red 5dr DCT,"9,004",Manual,2022,Petrol,"£18,499"
BMW,2 Series,1.8,M235i xDrive 4dr Step Auto,"21,079",Manual,2022,Petrol,"£27,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"18,668",Manual,2022,Petrol,"£17,699"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Premium 5dr,"12,259",Manual,2020,Petrol,"£12,799"
BMW,1 Series,1.8,118i M Sport 5dr Step Auto,"14,212",Manual,2020,Petrol,"£21,599"
Seat,Leon,1.8,1.5 TSI EVO FR 5dr,"24,157",Manual,2020,Petrol,"£14,999"
Citroen,C3,1.8,1.2 PureTech 82 Origins 5dr,"7,605",Manual,2019,Petrol,"£10,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"26,727",Manual,2020,Petrol,"£9,999"
Vauxhall,Crossland X,1.8,1.2 [83] Elite Nav 5dr,"40,921",Manual,2020,Petrol,"£9,999"
BMW,2 Series,1.8,218i M Sport 2dr [Nav] Step Auto,"20,464",Manual,2020,Petrol,"£17,999"
BMW,2 Series,1.8,218i M Sport 2dr [Nav],"17,698",Manual,2020,Petrol,"£17,999"
Mercedes-Benz,C Class,1.8,C200 AMG Line Night Ed Premium Plus 5dr 9G-Tronic,"18,567",Manual,2021,Petrol,"£28,999"
Ford,Kuga,1.8,2.5 PHEV ST-Line 5dr CVT,"11,610",Manual,2021,Petrol/PlugIn,"£24,599"
Volkswagen,Golf,1.8,1.5 TSI 150 R-Line 5dr,"25,036",Manual,2021,Petrol,"£18,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Premium 5dr,"45,402",Manual,2020,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr Auto,"28,827",Manual,2020,Petrol,"£13,699"
Vauxhall,Mokka X,1.8,1.4T ecoTEC Active 5dr,"13,667",Manual,2019,Petrol,"£12,499"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,"19,332",Manual,2020,Petrol/Electric,"£16,999"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"45,118",Manual,2021,Petrol/Electric,"£14,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"37,358",Manual,2020,Petrol,"£9,999"
Citroen,C4,1.8,1.2 PureTech [130] C-Series Edition 5dr,"10,939",Manual,2022,Petrol,"£16,599"
Mazda,Cx-5,1.8,2.0 Kuro Edition 5dr,"12,402",Manual,2021,Petrol,"£20,999"
Citroen,C3,1.8,1.2 PureTech 82 Feel 5dr,"41,121",Manual,2018,Petrol,"£7,999"
Mercedes-Benz,A Class,1.8,A180 SE 5dr,"16,489",Manual,2019,Petrol,"£16,799"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"19,801",Manual,2020,Petrol,"£13,799"
Volkswagen,Passat,1.8,1.6 TDI SE Nav 5dr DSG,"46,183",Manual,2019,Diesel,"£15,999"
Ford,Fiesta,1.8,1.0 EcoBoost ST-Line Navigation 3dr,"38,702",Manual,2018,Petrol,"£9,999"
Audi,A6,1.8,40 TFSI S Line 4dr S Tronic [C-PlusS Pack],"8,197",Manual,2022,Petrol,"£31,599"
Toyota,Corolla,1.8,2.0 VVT-i Hybrid GR Sport 5dr CVT,"8,402",Manual,2022,Petrol/Electric,"£25,999"
Mercedes-Benz,A Class,1.8,A200 Sport Executive Edition 5dr Auto,"23,884",Manual,2022,Petrol,"£22,599"
Nissan,Juke,1.8,1.0 DiG-T 114 N-Connecta 5dr DCT,"12,058",Manual,2022,Petrol,"£18,799"
Citroen,C3,1.8,1.2 PureTech Shine Plus 5dr,"13,666",Manual,2022,Petrol,"£13,599"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"41,023",Manual,2020,Petrol,"£9,999"
Mini,Countryman,1.8,2.0 Cooper S 5dr [Nav-Plus Pack],"21,223",Manual,2019,Petrol,"£17,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV 155 Titanium 5dr,"20,238",Manual,2021,Petrol/Electric,"£16,499"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr,"38,680",Manual,2020,Petrol,"£9,999"
Volkswagen,Passat,1.8,1.5 TSI EVO SEL 5dr DSG,"10,988",Manual,2022,Petrol,"£25,999"
Nissan,Qashqai,1.8,1.3 DiG-T Acenta Premium 5dr,"18,944",Manual,2020,Petrol,"£14,599"
Volkswagen,Tiguan,1.8,1.5 TSI 150 Life 5dr,"28,098",Manual,2021,Petrol,"£19,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"45,278",Manual,2020,Petrol,"£9,999"
Volkswagen,Golf,1.8,2.0 TDI 150 R-Line 5dr DSG,"36,629",Manual,2020,Diesel,"£19,999"
Volkswagen,Golf,1.8,1.5 eTSI 150 R-Line 5dr DSG,"21,187",Manual,2022,Petrol,"£23,999"
BMW,3 Series,1.8,318i M Sport 4dr Step Auto,"25,103",Manual,2021,Petrol,"£22,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Premium 5dr,"40,225",Manual,2020,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"44,002",Manual,2020,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"42,807",Manual,2020,Petrol,"£9,999"
Mercedes-Benz,A Class,1.8,A200 Sport Executive Edition 5dr Auto,"25,905",Manual,2022,Petrol,"£21,299"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"17,120",Manual,2022,Petrol,"£17,699"
Audi,A3,1.8,35 TFSI S Line 5dr,"23,551",Manual,2020,Petrol,"£20,999"
Volkswagen,Tiguan,1.8,1.5 TSI 150 Life 5dr DSG,"28,044",Manual,2020,Petrol,"£20,799"
Renault,Captur,1.8,1.3 TCE 130 Iconic 5dr,"44,945",Manual,2020,Petrol,"£10,999"
KIA,RIO,1.8,1.0 T GDi 48V 118 GT-Line S 5dr,"12,669",Manual,2022,Petrol,"£16,599"
DS,Ds 3,1.8,1.5 BlueHDi Prestige 5dr,"27,995",Manual,2019,Diesel,"£12,799"
Volkswagen,Golf,1.8,2.0 TSI GTI 5dr DSG,"24,355",Manual,2021,Petrol,"£27,999"
Peugeot,3008,1.8,1.2 PureTech Allure 5dr,"7,462",Manual,2020,Petrol,"£17,599"
Nissan,Juke,1.8,1.0 DiG-T Acenta 5dr DCT,"22,782",Manual,2020,Petrol,"£14,999"
Mazda,6,1.8,2.2d GT Sport Nav-Plus 5dr,"38,440",Manual,2018,Diesel,"£16,999"
Mg,Motor Uk ZS,1.8,1.0T GDi Excite 5dr DCT,"43,389",Manual,2021,Petrol,"£13,299"
Volkswagen,T-Roc,1.8,1.0 TSI SE 5dr,"18,906",Manual,2019,Petrol,"£16,599"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"17,805",Manual,2020,Petrol/Electric,"£18,999"
Vauxhall,Grandland X,1.8,1.5 Turbo D SRi Nav 5dr,"15,697",Manual,2020,Diesel,"£13,999"
Hyundai,Kona,1.8,1.0T GDi Blue Drive Premium 5dr,"26,658",Manual,2019,Petrol,"£13,599"
Vauxhall,Corsa,1.8,1.2 SE 5dr,"26,434",Manual,2020,Petrol,"£10,599"
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr Auto,"13,243",Manual,2020,Petrol,"£15,599"
Nissan,Qashqai,1.8,1.5 dCi 115 N-Connecta 5dr,"16,400",Manual,2020,Diesel,"£15,599"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"17,218",Manual,2020,Petrol/Electric,"£18,299"
Renault,Kadjar,1.8,1.2 TCE Dynamique S Nav 5dr,"42,030",Manual,2018,Petrol,"£9,999"
BMW,4 Series,1.8,420d [190] xDrive M Sport 5dr Auto [Prof Media],"36,841",Manual,2018,Diesel,"£19,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"12,547",Manual,2022,Petrol,"£17,999"
Maserati,Ghibli,1.8,V6d 4dr Auto,"11,118",Manual,2019,Diesel,"£26,999"
Suzuki,Vitara,1.8,1.4 Boosterjet SZ-T 5dr Auto,"27,967",Manual,2019,Petrol,"£13,599"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"43,945",Manual,2020,Petrol,"£9,799"
Skoda,Fabia,1.8,1.0 MPI SE 5dr,"24,470",Manual,2020,Petrol,"£9,399"
Suzuki,Vitara,1.8,1.4 Boosterjet SZ-T 5dr Auto,"27,705",Manual,2019,Petrol,"£13,699"
Mg,Motor Uk ZS,1.8,1.0T GDi Exclusive 5dr DCT,"45,558",Manual,2021,Petrol,"£14,799"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"20,961",Manual,2021,Petrol,"£17,699"
Mini,Hatchback,1.8,2.0 Cooper S Sport II 5dr Auto [Comfort-Nav Pack],"12,332",Manual,2020,Petrol,"£20,599"
Citroen,C3 Aircross,1.8,1.2 PureTech 110 Shine 5dr,"17,988",Manual,2022,Petrol,"£13,999"
BMW,1 Series,1.8,116d SE 5dr,"32,161",Manual,2020,Diesel,"£16,599"
Mercedes-Benz,GLB,1.8,GLB 200 AMG Line 5dr 7G-Tronic,"21,707",Manual,2021,Petrol,"£26,999"
Audi,A3,1.8,35 TFSI S Line 5dr S Tronic [Comfort-PlusSound],"17,150",Manual,2020,Petrol,"£22,999"
BMW,4 Series,1.8,420i M Sport 2dr [Professional Media],"17,231",Manual,2019,Petrol,"£17,599"
Vauxhall,Grandland X,1.8,1.2 Turbo Elite Nav 5dr,"9,920",Manual,2020,Petrol,"£14,999"
Vauxhall,Corsa,1.8,1.2 SE Edition 5dr,"34,378",Manual,2022,Petrol,"£10,799"
Suzuki,Vitara,1.8,1.0 Boosterjet SZ-T 5dr Auto,"17,677",Manual,2019,Petrol,"£13,599"
Mercedes-Benz,A Class,1.8,A200 Sport Executive Edition 5dr Auto,"19,662",Manual,2022,Petrol,"£22,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi Nav 5dr,"40,243",Manual,2020,Petrol,"£9,999"
Mitsubishi,Eclipse Cross,1.8,1.5 3 5dr,"35,806",Manual,2019,Petrol,"£12,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"43,177",Manual,2020,Petrol,"£9,999"
Vauxhall,Astra,1.8,1.2 Turbo 145 SRi 5dr,"49,109",Manual,2021,Petrol,"£10,499"
Peugeot,3008,1.8,1.5 BlueHDi GT Line 5dr,"18,145",Manual,2019,Diesel,"£16,399"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"47,478",Manual,2021,Petrol/Electric,"£14,999"
Volkswagen,Golf,1.8,2.0 TDI GT 5dr DSG,"30,515",Manual,2019,Diesel,"£16,199"
Land,Rover Range Rover Evoque,1.8,2.0 D180 First Edition 5dr Auto,"16,836",Manual,2019,Diesel,"£30,999"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr,"25,914",Manual,2019,Petrol,"£18,599"
Hyundai,I30,1.8,2.0T GDi N Performance 5dr DCT,"2,193",Manual,2023,Petrol,"£31,999"
Ford,Ecosport,1.8,1.0 EcoBoost 140 ST-Line 5dr,"28,080",Manual,2020,Petrol,"£13,599"
Citroen,C3 Aircross,1.8,1.2 PureTech 110 Shine 5dr,"14,718",Manual,2022,Petrol,"£14,999"
Skoda,Fabia,1.8,1.0 TSI 110 SE Drive 5dr,"27,689",Manual,2021,Petrol,"£11,999"
Hyundai,Tucson,1.8,1.6 CRDi SE Nav 5dr 2WD,"50,195",Manual,2018,Diesel,"£13,199"
Nissan,Qashqai,1.8,1.5 dCi 115 Acenta Premium 5dr,"21,114",Manual,2020,Diesel,"£14,699"
Nissan,Micra,1.8,1.0 IG-T 100 Acenta 5dr,"37,313",Manual,2020,Petrol,"£9,999"
Volkswagen,Golf,1.8,2.0 TSI 245 GTI Performance 5dr DSG,"33,137",Manual,2020,Petrol,"£22,999"
Mini,Hatchback,1.8,2.0 Cooper S Sport II 3dr [Comfort-Nav Pack],"29,449",Manual,2020,Petrol,"£16,999"
Audi,A3,1.8,35 TFSI S Line 5dr S Tronic,"13,869",Manual,2022,Petrol,"£24,699"
DS,Ds 3,1.8,1.2 PureTech 130 Prestige 5dr EAT8,"29,377",Manual,2021,Petrol,"£15,999"
KIA,Pro Ceed,1.8,1.5T GDi ISG GT-Line 5dr,"13,356",Manual,2021,Petrol,"£18,999"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,"9,568",Manual,2021,Petrol/Electric,"£18,599"
Hyundai,Ioniq,1.8,1.6 GDi Hybrid Premium 5dr DCT,"27,792",Manual,2019,Petrol/Electric,"£14,999"
Honda,Hr-V,1.8,1.5 eHEV Advance 5dr CVT,"13,364",Manual,2022,Petrol/Electric,"£23,999"
Ford,Fiesta,1.8,1.0 EcoBoost Hybrid mHEV 125 Active Vignale 5dr,"3,250",Manual,2022,Petrol/Electric,"£17,999"
KIA,Xceed,1.8,1.0T GDi ISG 2 5dr,"9,164",Manual,2021,Petrol,"£13,999"
Citroen,C4,1.8,1.2 PureTech [130] C-Series Edition 5dr Auto,"11,262",Manual,2022,Petrol,"£16,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"16,556",Manual,2020,Petrol,"£13,999"
Honda,Cr-V,1.8,2.0 i-VTEC S 5dr 2WD,"25,539",Manual,2017,Petrol,"£13,999"
Peugeot,108,1.8,1.0 72 Allure 5dr,"31,003",Manual,2020,Petrol,"£8,499"
Ford,Fiesta,1.8,1.0 EcoBoost Active X 5dr,"41,179",Manual,2020,Petrol,"£9,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"41,837",Manual,2020,Petrol,"£9,999"
Vauxhall,Grandland X,1.8,1.2 Turbo SRi Nav 5dr Auto,"10,746",Manual,2020,Petrol,"£14,999"
Audi,Q5,1.8,55 TFSI e Quattro S Line Competition 5dr S Tronic,"24,044",Manual,2019,Petrol/PlugIn,"£35,999"
Audi,TT,1.8,40 TFSI Sport 2dr S Tronic,"17,864",Manual,2021,Petrol,"£22,499"
Renault,Clio,1.8,1.6 E-TECH Hybrid 140 RS Line 5dr Auto,"17,390",Manual,2021,Petrol/Electric,"£15,999"
Audi,A4,1.8,40 TFSI 204 Black Edition 5dr S Tronic [C-PlusS],"18,728",Manual,2021,Petrol,"£28,399"
Suzuki,Vitara,1.8,1.4 Boosterjet 48V Hybrid SZ-T 5dr Auto,"5,541",Manual,2021,Petrol/Electric,"£16,999"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"32,183",Manual,2019,Petrol,"£9,999"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"43,117",Manual,2020,Petrol,"£9,999"
Hyundai,Tucson,1.8,1.6 GDi SE Nav 5dr 2WD,"25,640",Manual,2018,Petrol,"£12,599"
Fiat,500,1.8,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,"4,285",Manual,2022,Petrol/Electric,"£12,299"
Audi,A4,1.8,35 TFSI Black Edition 4dr S Tronic [Comfort-PlusSound],"1,945",Manual,2023,Petrol,"£29,999"
Citroen,C3,1.8,1.2 PureTech 83 Origins 5dr,"24,488",Manual,2019,Petrol,"£10,599"
BMW,2 Series,1.8,218i [136] Sport 4dr [Live Cockpit Professional],"10,973",Manual,2022,Petrol,"£21,999"
Vauxhall,Grandland X,1.8,1.2 Turbo Sport Nav 5dr,"27,920",Manual,2019,Petrol,"£12,699"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav Premium 5dr,"44,620",Manual,2020,Petrol,"£9,999"
Mercedes-Benz,A Class,1.8,A200d Sport Edition Plus 5dr Auto,"31,928",Manual,2018,Diesel,"£15,999"
BMW,8 Series,1.8,840i [333] sDrive M Sport 4dr Auto,"20,063",Manual,2021,Petrol,"£37,999"
BMW,1 Series,1.8,120d xDrive Sport 5dr Step Auto,"29,955",Manual,2020,Diesel,"£19,999"
Hyundai,I800,1.8,2.5 CRDi [170] SE Nav 5dr Auto,"28,149",Manual,2020,Diesel,"£20,999"
Ford,Focus,1.8,1.0 EcoBoost 125 Active 5dr,"19,455",Manual,2020,Petrol,"£13,999"
Mercedes-Benz,A Class,1.8,A180 AMG Line 5dr,"11,038",Manual,2020,Petrol,"£18,999"
Volkswagen,T-Cross,1.8,1.0 TSI 110 R-Line 5dr,"6,872",Manual,2022,Petrol,"£21,999"
BMW,1 Series,1.8,128ti 5dr Step Auto [LCP-Pro-Tech pk],"7,872",Manual,2023,Petrol,"£29,999"
Renault,Twingo,1.8,1.0 SCE Iconic 5dr [Start Stop],"22,353",Manual,2019,Petrol,"£6,999"
Nissan,Juke,1.8,1.6 Hybrid Tekna 5dr Auto,"4,608",Manual,2023,Petrol/Electric,"£23,999"
Citroen,C3,1.8,1.2 PureTech 110 Shine 5dr EAT6,"1,690",Manual,2022,Petrol,"£16,999"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"11,476",Manual,2020,Petrol,"£16,599"
Toyota,Corolla,1.8,2.0 VVT-i Hybrid GR Sport 5dr CVT,"13,791",Manual,2022,Petrol/Electric,"£24,999"
Peugeot,3008,1.8,1.2 PureTech GT Line 5dr,"16,904",Manual,2020,Petrol,"£16,999"
Suzuki,Swift,1.8,1.4 Boosterjet 48V Hybrid Sport 5dr,"8,106",Manual,2022,Petrol/Electric,"£16,599"
Suzuki,Vitara,1.8,1.4 Boosterjet SZ5 5dr Auto,"15,812",Manual,2019,Petrol,"£15,399"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"21,713",Manual,2021,Petrol/Electric,"£18,599"
Mercedes-Benz,C Class,1.8,C43 4Matic Edition Premium Plus 4dr 9G-Tronic,"22,598",Manual,2021,Petrol,"£33,999"
Toyota,C-Hr,1.8,1.8 Hybrid Icon 5dr CVT,"27,182",Manual,2019,Petrol/Electric,"£15,899"
Peugeot,208,1.8,100kW GT 50kWh 5dr Auto,"8,613",Manual,2021,Electric,"£16,999"
Honda,Civic,1.8,1.0 VTEC Turbo 126 SE 5dr,"34,392",Manual,2022,Petrol,"£13,999"
Audi,A3,1.8,30 TFSI Technik 5dr,"17,701",Manual,2020,Petrol,"£17,499"
Volkswagen,Tiguan,1.8,1.5 TSi EVO 150 Match 5dr DSG,"25,331",Manual,2019,Petrol,"£19,999"
Vauxhall,Corsa,1.8,1.2 Turbo Elite Nav 5dr,"40,106",Manual,2020,Petrol,"£9,999"
Ford,Kuga,1.8,2.0 TDCi Titanium X 5dr 2WD,"23,301",Manual,2017,Diesel,"£14,999"
Audi,A4,1.8,35 TFSI Black Edition 4dr S Tronic [Comfort-PlusSound],"2,425",Manual,2023,Petrol,"£29,999"
BMW,4 Series,1.8,435d xDrive M Sport 2dr Auto [Professional Media],"27,733",Manual,2017,Diesel,"£21,599"
Seat,Ibiza,1.8,1.0 TSI 115 FR [EZ] 5dr,"17,970",Manual,2020,Petrol,"£13,299"
Volkswagen,Tiguan,1.8,1.5 TSI 150 Life 5dr DSG,"1,384",Manual,2023,Petrol,"£26,999"
Mini,Hatchback,1.8,1.5 Cooper Sport II 5dr Auto [Comfort-Nav Pack],"14,141",Manual,2020,Petrol,"£19,699"
Ford,Kuga,1.8,1.5 EcoBoost 176 Titanium X 5dr Auto,"16,038",Manual,2018,Petrol,"£17,749"
Mercedes-Benz,A Class,1.8,A200d AMG Line Premium 5dr Auto,"21,386",Manual,2019,Diesel,"£20,799"
Ford,Focus,1.8,1.0 EcoBoost 125 Zetec Edition 5dr,"39,931",Manual,2018,Petrol,"£8,999"
Volkswagen,Golf,1.8,1.5 TSI R-Line 5dr,"5,010",Manual,2022,Petrol,"£22,999"
Mercedes-Benz,EQC,1.8,EQC 400 300kW AMG Line Premium 80kWh 5dr Auto,"17,684",Manual,2022,Electric,"£41,599"
Skoda,Fabia,1.8,1.0 TSI 110 Monte Carlo 5dr,"14,254",Manual,2019,Petrol,"£13,999"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"43,740",Manual,2020,Petrol,"£9,999"
Vauxhall,Corsa,1.8,1.2 SE Edition 5dr,"37,810",Manual,2022,Petrol,"£10,799"
Volkswagen,Golf,1.8,1.0 TSI 115 Match Edition 5dr,"37,095",Manual,2019,Petrol,"£13,199"
Mercedes-Benz,GLA,1.8,GLA 200 Sport 5dr Auto,"13,266",Manual,2020,Petrol,"£26,961"
KIA,Niro,1.8,1.6 GDi Hybrid 2 5dr DCT,"24,168",Manual,2020,Petrol/Electric,"£17,499"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"32,519",Manual,2021,Petrol,"£10,699"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"23,441",Manual,2021,Petrol,"£10,999"
Volvo,Xc90,1.8,2.0 B5P [250] Momentum 5dr AWD Gtron,"21,087",Manual,2021,Petrol,"£36,799"
Audi,A4,1.8,40 TFSI Black Edition 4dr S Tronic [Tech Pack],"23,894",Manual,2019,Petrol,"£22,199"
Peugeot,2008,1.8,1.2 PureTech 130 GT 5dr EAT8,"15,238",Manual,2021,Petrol,"£20,799"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"32,372",Manual,2021,Petrol,"£10,699"
Audi,Q3,1.8,35 TDI S Line 5dr S Tronic,"14,906",Manual,2019,Diesel,"£26,599"
KIA,Sportage,1.8,1.6 GDi ISG 2 5dr,"15,181",Manual,2020,Petrol,"£16,599"
Ford,Mustang,1.8,2.3 EcoBoost [Custom Pack 4] 2dr,"15,176",Manual,2020,Petrol,"£30,999"
Volkswagen,Polo,1.8,1.0 EVO 80 SE 5dr,"27,536",Manual,2020,Petrol,"£12,499"
Ford,Puma,1.8,1.0 EcoBoost Hybrid mHEV ST-Line X First Ed 5dr,"29,639",Manual,2020,Petrol/Electric,"£15,699"
Mg,Motor Uk HS,1.8,1.5 T-GDI Exclusive 5dr,"15,192",Manual,2022,Petrol,"£17,699"
Ford,Focus,1.8,1.5 EcoBlue 120 ST-Line Edition 5dr,"35,444",Manual,2020,Diesel,"£13,699"
Ford,Puma,1.8,1.0 EcoBoost Titanium 5dr Auto,"4,529",Manual,2021,Petrol,"£18,599"
Vauxhall,Crossland X,1.8,1.2 [83] Griffin 5dr [Start Stop],"40,269",Manual,2020,Petrol,"£9,999"
Mercedes-Benz,GLA,1.8,GLA 180 Urban Edition 5dr Auto,"20,610",Manual,2019,Petrol,"£18,999"
BMW,3 Series,1.8,330e M Sport 4dr Step Auto,"24,281",Manual,2020,Petrol/PlugIn,"£24,999"
Vauxhall,Grandland X,1.8,1.2 Turbo Business Edition Nav 5dr,"6,656",Manual,2020,Petrol,"£13,999"
Honda,Jazz,1.8,1.5 i-MMD Hybrid SR 5dr eCVT,"47,021",Manual,2021,Petrol/Electric,"£14,999"
Vauxhall,Grandland X,1.8,1.2 Turbo SE Premium 5dr,"3,899",Manual,2021,Petrol,"£14,099"
Vauxhall,Corsa,1.8,1.2 Turbo SRi 5dr,"42,320",Manual,2019,Petrol,"£9,599"
Mercedes-Benz,A Class,1.8,A35 4Matic Executive 5dr Auto,"25,619",Manual,2021,Petrol,"£26,499"
Volkswagen,Polo,1.8,1.0 Life 5dr,"10,537",Manual,2022,Petrol,"£15,799"
Citroen,Grand C4 Spacetourer,1.8,1.5 BlueHDi 130 Touch Plus 5dr,"16,257",Manual,2020,Diesel,"£15,599"
Ford,Kuga,1.8,2.5 PHEV ST-Line 5dr CVT,"15,597",Manual,2021,Petrol/PlugIn,"£23,599"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr,"12,191",Manual,2022,Petrol,"£16,799"
Mg,Motor Uk HS,1.8,1.5 T-GDI Excite 5dr DCT,"36,250",Manual,2021,Petrol,"£15,499"
Mercedes-Benz,A Class,1.8,A180 AMG Line Premium Plus Edition 4dr Auto,"28,397",Manual,2022,Petrol,"£24,999"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"29,237",Manual,2021,Petrol,"£10,999"
Vauxhall,Corsa,1.8,1.2 Turbo Elite 5dr Auto,"16,161",Manual,2021,Petrol,"£13,999"
Vauxhall,Crossland X,1.8,1.2T [110] SRi Nav 5dr [6 Spd] [S-S],"33,298",Manual,2020,Petrol,"£9,999"
Audi,Q2,1.8,40 TFSI Quattro Black Edition 5dr S Tronic,"13,474",Manual,2019,Petrol,"£24,999"
Audi,A4,1.8,35 TFSI Sport 4dr S Tronic,"16,616",Manual,2020,Petrol,"£20,999"
Citroen,C3,1.8,1.2 PureTech Shine 5dr,"22,671",Manual,2021,Petrol,"£10,999"
Nissan,Qashqai,1.8,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,"10,904",Manual,2022,Petrol,"£21,999"
Seat,Arona,1.8,1.0 TSI 110 FR Sport 5dr DSG,"25,046",Manual,2021,Petrol,"£15,999"
Volkswagen,Golf,1.8,1.5 TSI Life 5dr,"9,466",Manual,2020,Petrol,"£16,799"
Ford,Fiesta,1.8,1.0 EcoBoost 95 Titanium 5dr,"36,453",Manual,2020,Petrol,"£9,999"
Renault,Kadjar,1.8,1.3 TCE 160 Iconic 5dr,"8,848",Manual,2020,Petrol,"£13,999"
Mercedes-Benz,A Class,1.8,A220d AMG Line 5dr Auto,"18,916",Manual,2021,Diesel,"£22,699"
Skoda,Fabia,1.8,1.0 MPI Colour Edition 5dr,"22,865",Manual,2020,Petrol,"£10,999"
Citroen,C5 Aircross,1.8,1.5 BlueHDi Sense Plus 5dr,"18,313",Manual,2022,Diesel,"£18,999"
Skoda,Karoq,1.8,1.5 TSI SE Technology 5dr,"12,048",Manual,2018,Petrol,"£13,999"
Mercedes-Benz,A Class,1.8,A200 Sport Executive Edition 5dr Auto,"27,711",Manual,2022,Petrol,"£22,599"
